Date,BTC-USD,ETC-USD,LTC-USD,XMR-USD,NEO-USD,XRP-USD,ZEC-USD
2019-04-03,4879.9580078125,5.456313133239746,76.25630187988281,69.05843353271484,11.541741371154785,0.35130900144577026,69.90447998046875
2019-04-04,4971.3076171875,5.438633918762207,85.1739273071289,65.8406753540039,12.103120803833008,0.34228599071502686,69.18295288085938
2019-04-05,4922.80615234375,5.356675148010254,85.03794860839844,63.92538070678711,12.826190948486328,0.3326849937438965,66.96089172363281
2019-04-06,5036.79296875,5.822023868560791,88.70777130126953,69.16497039794922,13.52098560333252,0.3618369996547699,72.2127685546875
2019-04-07,5062.7939453125,5.998128890991211,92.42137145996094,68.08981323242188,13.081596374511719,0.3544059991836548,71.1943359375
2019-04-08,5199.83544921875,7.676794052124023,92.32789611816406,69.8231430053711,12.913643836975098,0.36114299297332764,74.31439208984375
2019-04-09,5289.91796875,7.197494983673096,89.49773406982422,71.1136474609375,12.719268798828125,0.35830700397491455,72.75748443603516
2019-04-10,5204.10546875,6.987185955047607,86.77433013916016,68.36116027832031,12.166131019592285,0.34942498803138733,71.06531524658203
2019-04-11,5325.08154296875,7.043663024902344,88.3935317993164,70.94913482666016,12.477883338928223,0.35482800006866455,71.68383026123047
2019-04-12,5061.20068359375,6.288097858428955,79.63264465332031,66.3302993774414,11.24428939819336,0.3306640088558197,69.53547668457031
2019-04-13,5088.85009765625,6.370845794677734,78.94670867919922,66.10316467285156,11.313798904418945,0.3263860046863556,71.0902328491211
2019-04-14,5095.7587890625,6.342391014099121,78.20467376708984,65.31130981445312,11.091821670532227,0.3261600136756897,69.40206909179688
2019-04-15,5167.32177734375,6.441833019256592,83.014892578125,66.58905792236328,11.302112579345703,0.3288410007953644,69.7598876953125
2019-04-16,5066.57763671875,6.1943559646606445,79.03822326660156,64.36319732666016,10.74018669128418,0.32099801301956177,67.39777374267578
2019-04-17,5236.13525390625,6.30617094039917,81.35240936279297,68.8737564086914,10.960095405578613,0.32715699076652527,69.53237915039062
2019-04-18,5251.48046875,6.225275993347168,79.39220428466797,67.47675323486328,10.997475624084473,0.33547601103782654,70.26872253417969
2019-04-19,5298.154296875,6.340706825256348,82.09881591796875,69.16755676269531,11.281065940856934,0.3370620012283325,70.3991470336914
2019-04-20,5304.16064453125,6.291816234588623,82.55038452148438,68.60382843017578,11.100967407226562,0.33187100291252136,69.74846649169922
2019-04-21,5335.87890625,6.243256092071533,81.52201843261719,69.5877914428711,10.915342330932617,0.3286780118942261,69.7685775756836
2019-04-22,5312.49462890625,5.9260640144348145,77.2944107055664,68.68643188476562,10.552334785461426,0.3222770094871521,68.2789535522461
2019-04-23,5399.36572265625,5.937839031219482,76.85350036621094,68.56501007080078,10.823356628417969,0.32384398579597473,69.2255630493164
2019-04-24,5571.50830078125,5.954877853393555,74.75387573242188,69.3344497680664,10.402262687683105,0.3211140036582947,67.34827423095703
2019-04-25,5466.5244140625,5.599311828613281,73.24531555175781,67.66451263427734,9.943123817443848,0.3022240102291107,65.048828125
2019-04-26,5210.3046875,5.40282678604126,71.3633041381836,61.405887603759766,9.542832374572754,0.2898379862308502,61.93326950073242
2019-04-27,5279.47119140625,5.436509132385254,73.21337127685547,61.81120300292969,9.389301300048828,0.29854100942611694,61.394203186035156
2019-04-28,5271.74658203125,5.5069260597229,72.12030792236328,62.63674545288086,9.48857593536377,0.29686498641967773,61.49396514892578
2019-04-29,5284.8583984375,5.5856032371521,69.78425598144531,61.24925231933594,9.33498477935791,0.29742199182510376,60.17686462402344
2019-04-30,5247.72607421875,5.570105075836182,67.9505844116211,60.5423698425293,9.454163551330566,0.2943199872970581,58.46640396118164
2019-05-01,5350.91455078125,5.902003765106201,74.30335235595703,62.100006103515625,9.762311935424805,0.30948999524116516,60.6666259765625
2019-05-02,5402.4228515625,5.84035587310791,73.68275451660156,64.99421691894531,9.741697311401367,0.304735004901886,61.094573974609375
2019-05-03,5505.55224609375,5.7894768714904785,73.76445007324219,64.36880493164062,9.863926887512207,0.30323201417922974,59.70832061767578
2019-05-04,5769.20263671875,6.071822166442871,79.30793762207031,67.01580047607422,9.970524787902832,0.3081730008125305,62.71095275878906
2019-05-05,5831.068359375,5.8301591873168945,78.00423431396484,67.7892837524414,9.439931869506836,0.30462801456451416,60.8958740234375
2019-05-06,5791.693359375,5.737284183502197,76.02898406982422,66.05752563476562,9.273205757141113,0.30227500200271606,60.00947189331055
2019-05-07,5745.59912109375,5.692019939422607,74.97994232177734,66.50981903076172,9.150118827819824,0.3020919859409332,59.970848083496094
2019-05-08,5849.4814453125,5.665602207183838,74.64736938476562,65.4932632446289,8.929298400878906,0.29902198910713196,57.754051208496094
2019-05-09,5982.31640625,5.733500957489014,74.59397888183594,67.342529296875,9.018518447875977,0.30058199167251587,58.32487487792969
2019-05-10,6175.82275390625,5.5659499168396,74.18959045410156,64.67505645751953,8.617032051086426,0.29652300477027893,56.493316650390625
2019-05-11,6379.6669921875,5.637771129608154,77.16275024414062,68.06918334960938,8.80661392211914,0.30031201243400574,57.58686447143555
2019-05-12,7203.50732421875,6.077696800231934,89.53929901123047,77.54840087890625,9.898428916931152,0.3242650032043457,63.834190368652344
2019-05-13,6971.17822265625,5.827274799346924,84.63257598876953,74.21481323242188,9.326902389526367,0.3101179897785187,60.34953308105469
2019-05-14,7807.88427734375,6.0944600105285645,88.05304718017578,79.18116760253906,9.832076072692871,0.3251110017299652,63.62809371948242
2019-05-15,7989.37451171875,6.570597171783447,91.66155242919922,83.1999282836914,11.033510208129883,0.4086729884147644,67.55908966064453
2019-05-16,8194.5009765625,7.57194709777832,101.5731430053711,93.93486022949219,12.784354209899902,0.45569199323654175,76.9652328491211
2019-05-17,7886.92578125,7.652769088745117,95.63260650634766,87.0345230102539,12.006484031677246,0.4196760058403015,75.29902648925781
2019-05-18,7341.66455078125,7.221652030944824,89.01001739501953,82.03360748291016,11.198744773864746,0.388621985912323,73.00888061523438
2019-05-19,7267.962890625,7.172891139984131,86.67533111572266,79.60233306884766,10.759712219238281,0.3726469874382019,71.90464782714844
2019-05-20,8196.923828125,7.860354900360107,95.33937072753906,90.60173034667969,11.793967247009277,0.4174560010433197,78.17742156982422
2019-05-21,7977.96923828125,7.41489315032959,91.57208251953125,87.50259399414062,12.06374454498291,0.39820900559425354,76.12956237792969
2019-05-22,7956.2919921875,7.460571765899658,91.5051040649414,88.9987564086914,12.170437812805176,0.39749300479888916,74.89958953857422
2019-05-23,7677.26904296875,6.9486260414123535,88.1976089477539,83.4029541015625,11.239301681518555,0.37673598527908325,70.1288833618164
2019-05-24,7881.6953125,7.090949058532715,88.97394561767578,84.70858001708984,11.433961868286133,0.3813129961490631,71.85523223876953
2019-05-25,7991.88525390625,7.283192157745361,100.04553985595703,85.54988098144531,11.539239883422852,0.38480401039123535,72.49081420898438
2019-05-26,8055.2060546875,7.302721977233887,102.70059204101562,86.94911193847656,11.447564125061035,0.387129008769989,72.25594329833984
2019-05-27,8674.072265625,7.659702777862549,111.43529510498047,92.02339172363281,12.000181198120117,0.40839698910713196,75.84017944335938
